alim_ssgrp_nom_fr;alim_ssssgrp_nom_fr;alim_nom_fr;energie_kj;energie_kcal;protein;carbohydrates;lipid;sugar;salt;price;img_path
plats composés;plats végétariens;Haché végétal à base de soja, préemballé;599;143;12,6;7,01;5,8;4,19;0,78;;
pizzas, tartes et crêpes salées;-;Pizza au fromage ou Pizza margherita, préemballée;953;227;9,09;29,6;7,64;2,72;1,24;;
pizzas, tartes et crêpes salées;-;Quiche lorraine, préemballée;1140;274;8,96;21;16,8;2,67;1,28;;
pizzas, tartes et crêpes salées;-;Crêpe ou Galette fourrée béchamel jambon, préemballée;573;136;5,75;18,7;4;1,89;0,84;;
pizzas, tartes et crêpes salées;-;Crêpe ou Galette fourrée béchamel jambon fromage, préemballée;765;182;8,83;19,1;7,5;1,7;1,1;;
pizzas, tartes et crêpes salées;-;Crêpe ou Galette fourrée béchamel champignon, préemballée;629;150;4,83;20,7;5,02;2,7;0,99;;
pizzas, tartes et crêpes salées;-;Tarte aux légumes, préemballée;902;216;5;21,8;11,7;3,2;0,98;;
pizzas, tartes et crêpes salées;-;Pizza jambon fromage, préemballée;917;218;10,3;28;6,69;2,91;1,5;;
pizzas, tartes et crêpes salées;-;Tarte au fromage, préemballée;1210;289;10,3;20,7;18;1,63;1,07;;
pizzas, tartes et crêpes salées;-;Tarte à la provençale, préemballée;1000;241;5,5;20;14,3;2,9;0,8;;
pizzas, tartes et crêpes salées;-;Pizza à la viande, type bolognaise, préemballée;952;227;10,3;27,2;8,03;2,94;1,32;;
pizzas, tartes et crêpes salées;-;Burritos;709;170;8;14,3;8,5;1,9;0,75;;
pizzas, tartes et crêpes salées;-;Fajitas;665;158;12,7;16;4,5;2,2;0,89;;
pizzas, tartes et crêpes salées;-;Pizza au chorizo ou salami, préemballée;1040;248;10,4;26,5;10,7;3,29;1,54;;
pizzas, tartes et crêpes salées;-;Pizza aux fruits de mer, préemballée;843;200;10,3;24,6;6,65;1,5;1,25;;
pizzas, tartes et crêpes salées;-;Pizza au saumon, préemballée;969;231;10,1;26,7;8,78;3,04;1,22;;
pizzas, tartes et crêpes salées;-;Pizza au chèvre et lardons, préemballée;1030;245;10,7;26,9;9,96;3,17;1,49;;
pizzas, tartes et crêpes salées;-;Pizza aux légumes ou Pizza 4 saisons, préemballée;900;214;8,48;25,7;8;3,62;1,1;;
pizzas, tartes et crêpes salées;-;Pizza champignons fromage, préemballée;915;217;7,8;31,6;6,1;1,9;1,13;;
pizzas, tartes et crêpes salées;-;Pizza 4 fromages, préemballée;1120;267;13,1;28,2;10,5;2,61;1,11;;
pizzas, tartes et crêpes salées;-;Pizza (aliment moyen);979;233;10,8;27,3;8,39;2,93;1,27;;
pizzas, tartes et crêpes salées;-;Pissaladière, préemballée;1190;284;6,4;33,8;13,1;2,9;2,21;;
pizzas, tartes et crêpes salées;-;Tarte à l'oignon, préemballée;1170;280;7;23,5;17,2;5,63;0,87;;
pizzas, tartes et crêpes salées;-;Pizza jambon fromage champignons ou pizza royale, reine ou regina, préemballée;863;205;9,54;25,7;6,66;3,16;1,3;;
pizzas, tartes et crêpes salées;-;Crêpe ou Galette fourrée béchamel fromage, préemballée;623;149;6,02;17,7;5,75;3,86;0,92;;
pizzas, tartes et crêpes salées;-;Flammenkueche ou Tarte flambée aux lardons, préemballée;1260;300;8,81;31,8;14,8;4,15;1,64;;
pizzas, tartes et crêpes salées;-;Crêpe ou Galette fourrée béchamel jambon fromage champignon, préemballée;666;159;8,3;16,6;6,3;2,7;0,95;;
pizzas, tartes et crêpes salées;-;Tarte ou Tourte aux poireaux, préemballée;1020;243;5,76;21,6;14,3;2,34;0,96;;
pizzas, tartes et crêpes salées;-;Tarte au saumon, préemballée;899;215;8,53;21;10,5;1,63;0,84;;
pizzas, tartes et crêpes salées;-;Tourte au riesling, préemballée;1050;251;10,2;23,7;12,6;2,25;1,45;;
pizzas, tartes et crêpes salées;-;Tarte à la tomate, préemballée;910;218;5,17;19,3;12,8;4,2;0,8;;
pizzas, tartes et crêpes salées;-;Crêpe ou Galette complète (oeuf, jambon, fromage), préemballée;873;209;12,7;15,2;9,8;1,1;1,12;;
pizzas, tartes et crêpes salées;-;Tarte aux noix de Saint-Jacques, préemballée;1110;266;8,25;24,2;14,5;2,5;1,12;;
pizzas, tartes et crêpes salées;-;Pastilla au poulet, préemballée;910;218;12,3;14,1;12,2;3,85;1,5;;
pizzas, tartes et crêpes salées;-;Pizza aux lardons, oignons et fromage, préemballée;1070;255;11,2;27,7;10,6;3,7;1,1;;
pizzas, tartes et crêpes salées;-;Crêpe ou Galette aux noix de St Jacques, préemballée;705;168;7,7;15,8;8;2,8;1,18;;
pizzas, tartes et crêpes salées;-;Tarte ou quiche salée (aliment moyen);1110;267;8,11;22,7;15,6;3,14;1,21;;
pizzas, tartes et crêpes salées;-;Crêpe ou Galette fourrée béchamel champignon, cuite, préemballée;721;172;5,5;18,5;7,7;3,16;0,76;;
pizzas, tartes et crêpes salées;-;Tarte au maroilles ou Flamiche au maroilles, préemballée;1310;315;14,1;22,1;18,3;2,8;1,66;;
pizzas, tartes et crêpes salées;-;Crêpe ou Galette fourrée au poisson et / ou fruits de mer, préemballée;857;206;8,5;14,3;12,4;2,4;1,13;;
pizzas, tartes et crêpes salées;-;Ficelle picarde, préemballée;631;151;8,6;11,9;7,5;2,7;0,75;;
pizzas, tartes et crêpes salées;-;Tarte épinard chèvre, préemballée;1020;244;7,08;22,2;13,6;3;1;;
pizzas, tartes et crêpes salées;-;Tielle sétoise, préemballée;1280;306;8,15;30,9;16;5,05;1,55;;
pizzas, tartes et crêpes salées;-;Pizza au thon, préemballée;922;220;10,8;23,3;8,78;3,47;0,99;;
pizzas, tartes et crêpes salées;-;Pizza kebab, préemballée;887;211;9,4;26,6;7,01;3,04;1,4;;
pizzas, tartes et crêpes salées;-;Pizza au poulet, préemballée;903;215;9,95;27,5;6,68;2,96;1,16;;
pizzas, tartes et crêpes salées;-;Pizza type raclette ou tartiflette, préemballée;1160;276;11,8;27,5;12,7;2,77;1,55;;
pizzas, tartes et crêpes salées;-;Pizza au speck ou jambon cru, préemballée;1010;240;12,2;25,7;9,43;3,47;1,74;;
sandwichs;-;Focaccia, garnie;979;233;8;29,5;8,75;4,25;1,45;;
sandwichs;-;Fougasse, garnie;1280;306;9,53;38,8;11,8;1,47;1,78;;
sandwichs;-;Croque-monsieur, fait maison;-;-;14,3;-;18,4;-;1,71;;
sandwichs;-;Hot-dog, préemballé;1160;278;10,9;26,3;13,8;5,2;1,69;;
sandwichs;-;Hamburger, provenant de fast food;1030;246;13,3;28,3;8,44;5,95;1,23;;
sandwichs;-;Cheeseburger, provenant de fast food;1120;268;14;23,1;12,9;5,47;1,33;;
sandwichs;-;Double cheeseburger, provenant de fast food;1250;299;15,5;21,5;16,7;-;1,15;;
sandwichs;-;Burger au poisson, provenant de fast food;1100;263;12,2;26,7;11,5;3,9;1,1;;
sandwichs;-;Sandwich grec ou Kebab, pita, crudités;977;233;15,2;17,4;10,9;1,1;1,23;;
sandwichs;-;Sandwich grec ou Kebab, baguette, crudités;1030;246;15;23,6;9,8;2,6;1,13;;
sandwichs;-;Sandwich baguette, thon, crudités (tomate, salade), mayonnaise;1150;274;10,3;32;11,3;1,4;1,28;;
sandwichs;-;Sandwich panini, jambon cru, mozzarella, tomates;1020;243;14,2;27,2;8,35;-;1,24;;
sandwichs;-;Sandwich baguette, jambon, oeuf dur, crudités (tomate, salade), beurre;934;222;10,1;30,9;5,98;2,55;1,45;;
sandwichs;-;Sandwich baguette, poulet, crudités (tomate, salade), mayonnaise;1040;247;10;36,3;6,35;3;1,39;;
sandwichs;-;Sandwich baguette, jambon emmental, préemballé;1190;285;13,3;26,9;13,1;2,55;1,58;;
sandwichs;-;Sandwich baguette, saumon fumé, beurre;1120;265;11,5;40,8;5,6;2,65;1,89;;
sandwichs;-;Sandwich baguette, thon, maïs, crudités, préemballé;831;198;8,87;25;6,03;2,83;1,02;;
sandwichs;-;Burger au poulet;1040;249;12,7;23,8;11;2,9;1,16;;
sandwichs;-;Pan bagnat;906;215;7,95;30,3;6,48;3,2;1,03;;
sandwichs;-;Sandwich baguette, jambon, beurre;1190;285;9,93;33,7;11,5;2,34;1,69;;
sandwichs;-;Sandwich baguette, camembert, beurre;1420;339;11,9;34,3;16,7;2,18;1,72;;
sandwichs;-;Sandwich baguette, pâté, cornichons;1250;298;10,1;32,1;13,9;2,44;1,8;;
sandwichs;-;Sandwich baguette, saucisson, beurre;1600;383;13,7;32;21,6;2,36;2,07;;
sandwichs;-;Sandwich baguette, jambon, emmental, beurre;1200;286;12,2;32,7;10,9;2,87;1,54;;
sandwichs;-;Sandwich (aliment moyen);1020;243;14,2;27,2;8,35;;1,24;;
sandwichs;-;Toasts ou Canapés salés, garnitures diverses, préemballés;971;233;9,09;17,8;13,3;5,75;1,11;;
sandwichs;-;Sandwich baguette, crudités diverses, mayonnaise;930;221;6,54;30;7,9;2,67;1,07;;
sandwichs;-;Sandwich baguette, dinde, crudités (tomate, salade), mayonnaise;1070;255;12,4;30,6;8,82;2,24;1,1;;
sandwichs;-;Sandwich baguette, oeuf, crudités (tomate, salade), mayonnaise;1040;247;8,52;30,9;9,47;2,38;1,13;;
sandwichs;-;Sandwich baguette, porc, crudités (tomate, salade), mayonnaise;1120;267;12;30,1;10,6;2,3;1,1;;
sandwichs;-;Sandwich baguette, merguez, ketchup moutarde;1180;282;13,1;31;11,4;2,92;2,12;;
sandwichs;-;Sandwich baguette, salami, beurre;1580;379;12,5;33,2;21,4;2,01;2,76;;
sandwichs;-;Croque-madame;1100;264;13,7;16,9;15,5;1,37;1,29;;
sandwichs;-;Sandwich baguette (aliment moyen);1160;277;11,2;31,4;11,6;2,46;1,54;;
sandwichs;-;Sandwich pain de mie, garnitures diverses, préemballé;1120;267;11,7;25,1;12,4;3,42;1,17;;
sandwichs;-;Croque-monsieur, préemballé;1140;273;11,3;26,8;12,9;2,14;1,57;;
sandwichs;-;Sandwich pain de mie complet, jambon, crudités, fromage optionnel, préemballé;1020;243;10;23,1;11,6;2,43;1,42;;
sandwichs;-;Sandwich pain de mie complet, thon, crudités, mayonnaise, préemballé;1010;240;9,82;23,1;11,3;2,49;1,08;;
sandwichs;-;Sandwich pain de mie complet, jambon, fromage, préemballé;1220;292;12,9;26,1;14,6;7,75;1,33;;
sandwichs;-;Sandwich pain de mie complet, poulet, crudités, mayonnaise, préemballé;972;232;9,18;23,7;10,4;2,61;1,3;;
feuilletées et autres entrées;-;Cake salé (garniture : fromage, légumes, viande, poisson, volaille, etc.), préemballé;1340;321;11,6;25,6;18,4;2,68;1,64;;
feuilletées et autres entrées;-;Samossa ou Samoussa, préemballé, cuit;960;230;9,33;16,5;13,7;2,45;1,26;;
feuilletées et autres entrées;-;Feuilleté au poisson et / ou fruits de mer;1070;255;6,55;26,5;13;4,3;1,02;;
feuilletées et autres entrées;-;Spécialité chinoise type bouchée à la vapeur, préemballée, cuite;630;149;5,9;28;1,4;3,9;1,26;;
feuilletées et autres entrées;-;Feuilleté aux escargots, préemballé;1340;321;6,69;23,1;22,1;1,09;1,17;;
feuilletées et autres entrées;-;Feuilleté ou Friand au fromage;1260;302;8,25;28,1;17,1;3,86;1,58;;
feuilletées et autres entrées;-;Feuilleté ou Friand à la viande, préemballé;1450;348;9,59;25,9;22,6;1,17;1,55;;
feuilletées et autres entrées;-;Bouchée à la reine, à la viande/volaille/quenelle;1220;292;6,12;23,5;18,9;2,6;1,27;;
feuilletées et autres entrées;-;Croissant au jambon;1010;243;7,9;19,2;14,6;2,6;1,1;;
feuilletées et autres entrées;-;Rouleau de printemps;437;103;4,57;16,6;1,82;3,6;0,29;;
feuilletées et autres entrées;-;Nem ou Pâté impérial;904;216;6,48;21,1;11,2;3,02;1,52;;
feuilletées et autres entrées;-;Brick garni (garniture : crevettes, légumes, volaille, viande, poisson, etc.), fait maison, cuit;781;187;12,2;8,48;11,5;0,72;1,41;;
feuilletées et autres entrées;-;Bouchée à la reine, au poisson et fruits de mer;860;206;6,72;13,4;13,8;2,43;1,13;;
feuilletées et autres entrées;-;Feuilleté ou Friand jambon fromage;1210;290;8,46;25,7;16,7;3,65;1,29;;
feuilletées et autres entrées;-;Beignet de viande, volaille ou poisson, fait maison, cru;993;238;18,7;10;13,5;0,92;0,71;;
feuilletées et autres entrées;-;Brick à l'oeuf, fait maison, cuit;1060;255;10,4;12,3;18,1;1,6;1,35;;
feuilletées et autres entrées;-;Brick au boeuf;1430;342;10,4;33,5;17;3,2;3,76;;
feuilletées et autres entrées;-;Brick à la pomme de terre, fait maison, cuit;898;215;3,25;19,6;13,4;1,5;1;;
feuilletées et autres entrées;-;Feuilleté salé (aliment moyen);1260;301;8,39;26,1;17,8;3,03;1,43;;
feuilletées et autres entrées;-;Bouchée à la reine, garnie (aliment moyen);1040;249;6,42;18,4;16,3;2,52;1,2;;
feuilletées et autres entrées;-;Nem ou Pâté impérial, au poulet, préemballé, cuit;827;197;8,06;20,9;8,1;1,9;1,19;;
feuilletées et autres entrées;-;Nem ou Pâté impérial, au porc, préemballé, cuit;991;237;6,88;22,6;12,7;1,9;1,14;;
feuilletées et autres entrées;-;Nem ou Pâté impérial, aux crevettes et/ou au crabe, préemballé, cuit;892;213;7,44;23,7;9,2;2,4;1,2;;
feuilletées et autres entrées;-;Croissant au jambon fromage, préemballé;1080;258;8,92;22;14,5;2,77;1,28;;
légumes;légumes crus;Avocat, pulpe, cru;843;205;1,56;0,83;20,6;0,4;0,015;;
légumes;légumes crus;Bette ou blette, crue;68,3;16,4;1;1,63;< 0,5;1,2;0,57;;
légumes;légumes crus;Carotte, crue;169;40,2;0,63;7,59;< 0,5;6;0,11;;
légumes;légumes crus;Champignon, tout type, cru;91,2;21,7;2,37;1,88;0,23;1,43;0,012;;
légumes;légumes crus;Salade ou chicorée frisée, crue;-;-;1,48;2,4;0,25;0,7;0,084;;
légumes;légumes crus;Chou rouge, cru;126;30;1,13;4,33;< 0,5;3,9;0,035;;
légumes;légumes crus;Chou-fleur, cru;109;26,2;1,81;2,13;0,7;1,7;0,015;;
légumes;légumes crus;Concombre, pulpe et peau, cru;65,8;15,6;0,64;2,54;0,11;1,67;0,012;;
légumes;légumes crus;Courgette, pulpe et peau, crue;69,4;16,5;1,23;1,8;0,26;1,79;0,023;;
légumes;légumes crus;Cresson de fontaine, cru;-;-;2,09;0,9;0,15;0,2;0,13;;
légumes;légumes crus;Céleri branche, cru;73,4;17,6;0,63;2,41;< 0,5;1,3;0,2;;
légumes;légumes crus;Endive, crue;84,8;20,2;1,19;2,83;< 0,5;2,4;< 0,013;;
légumes;légumes crus;Fenouil, cru;90,9;21,8;1;2,63;< 0,5;2,2;0,055;;
légumes;légumes crus;Laitue, crue;-;-;1,3;1,33;0,2;0,73;0,021;;
légumes;légumes crus;Oignon, cru;-;-;1,1;6,25;0,62;4,8;0,098;;
légumes;légumes crus;Pissenlit, cru;-;-;2,91;6,1;0,85;0,71;0,22;;
légumes;légumes crus;Poireau, cru;136;32,3;1,49;4,9;0,25;3,15;0,036;;
légumes;légumes crus;Poivron, vert, jaune ou rouge, cru;-;-;0,8;4,55;0,27;2,7;0,021;;
légumes;légumes crus;Potiron, cru;-;-;1;3,5;0,1;1,36;0,0025;;
légumes;légumes crus;Radis rouge, cru;60,7;14,5;0,94;1,53;< 0,5;1,1;0,04;;
légumes;légumes crus;Tomate, crue;81,1;19,3;0,86;2,49;0,26;2,48;0,0081;;
légumes;légumes crus;Artichaut, cru;-;-;3,2;4,92;0,18;0,99;0,15;;
légumes;légumes crus;Aubergine, crue;-;-;1,12;2,39;0,14;2,39;0,0063;;
légumes;légumes crus;Cardon, cru;-;-;0,7;1,7;0,1;1,5;0,43;;
légumes;légumes crus;Céleri-rave, cru;122;29,3;1,38;3,98;< 0,5;1,6;0,085;;
légumes;légumes crus;Champignon de Paris ou champignon de couche, cru;118;28;2,62;3,15;0,36;2,5;0,098;;
légumes;légumes crus;Brocoli, cru;-;-;3,95;1,7;0,48;1,7;0,048;;
légumes;légumes crus;Chou de Bruxelles, cru;-;-;3,98;5,67;0,4;2,2;0,041;;
légumes;légumes crus;Épinard, cru;-;-;2,62;2,25;0,5;0,32;0,17;;
légumes;légumes crus;Haricot vert, cru;-;-;1,85;4,14;0,21;3,26;0,0096;;
légumes;légumes crus;Navet, pelé, cru;-;-;0,76;4,7;0,1;3,8;0,11;;
légumes;légumes crus;Chou-rave, cru;-;-;1,79;2,35;0,1;2,35;0,05;;
légumes;légumes crus;Chou vert, cru;-;-;2,53;1,92;0,41;1,92;0,065;;
légumes;légumes crus;Haricot vert, surgelé, cru;142;34;1,97;4,35;0,17;1,96;0,013;;
légumes;légumes crus;Petits pois, crus;-;-;5,84;7;0,55;5,67;0,0088;;
légumes;légumes crus;Asperge, pelée, crue;-;-;2,04;2,4;0,21;1,88;0,011;;
légumes;légumes crus;Chou-fleur, surgelé, cru;-;-;2,09;2,64;0,37;1,91;0,047;;
légumes;légumes crus;Épinard, surgelé, cru;-;-;2,87;0,89;0,49;0,6;0,098;;
légumes;légumes crus;Petits pois, surgelés, crus;-;-;5,86;8,77;0,44;3,87;0,09;;
légumes;légumes crus;Poivron vert, cru;109;26;0,81;3,43;< 0,5;3;< 0,013;;
légumes;légumes crus;Poivron rouge, cru;153;36,6;1,06;5,98;< 0,5;4,8;< 0,013;;
légumes;légumes crus;Radis noir, cru;123;29,2;0,94;5,52;< 0,3;4,3;0,058;;
légumes;légumes crus;Scarole, crue;-;-;1,25;0,3;0,2;0,23;0,055;;
légumes;légumes crus;Betterave rouge, crue;-;-;1,74;9,1;0,24;6,76;0,15;;
légumes;légumes crus;Échalote, crue;269;63,6;1,81;12,2;< 0,5;3,3;0,013;;
légumes;légumes crus;Mâche, crue;70,1;16,8;2;0,5;< 0,5;traces;< 0,013;;
légumes;légumes crus;Légumes, mélange surgelé, crus;271;65,1;2,26;5,71;2,65;2,18;0,6;;
légumes;légumes crus;Champignon, chanterelle ou girolle, crue;137;33,1;2,28;2,3;0,78;1,87;0,016;;
légumes;légumes crus;Champignon, morille, crue;102;24,5;3,16;0,1;0,54;0,044;0,064;;
légumes;légumes crus;Champignon, truffe noire, crue;-;-;5,77;-;0,51;0,7;0,17;;
légumes;légumes crus;Maïs doux, en épis, surgelé, cru;-;-;3,36;17;1,19;3,78;0,01;;
légumes;légumes crus;Oseille, crue;-;-;1,84;1,6;0,65;1,54;0,009;;
légumes;légumes crus;Champignon, pleurote, crue;107;25,5;3,06;1,5;0,36;0,71;0,034;;
légumes;légumes crus;Chou blanc, cru;153;36,5;1,38;4,63;0,6;4,2;0,033;;
légumes;légumes crus;Tomate verte, crue;-;-;1,2;4;0,2;4;0,033;;
légumes;légumes crus;Batavia, crue;74,6;17,9;1,25;1,78;< 0,5;1,1;0,015;;
légumes;légumes crus;Haricot de Lima, cru;444;105;6,84;15,3;0,86;1,48;0,02;;
légumes;légumes crus;Courge musquée, pulpe, crue;-;-;0,55;4,6;0,1;-;-;;
légumes;légumes crus;Potimarron, pulpe, cru;-;-;0,63;3,1;0,1;-;0,074;;
légumes;légumes crus;Courge hokkaïdo, pulpe, crue;-;-;1,4;9,98;0,6;-;-;;
légumes;légumes crus;Courge melonnette, pulpe, crue;-;-;0,75;5,98;0,13;-;-;;
légumes;légumes crus;Courge doubeurre (butternut), pulpe, crue;-;-;1;5,4;0,1;2,2;0,01;;
légumes;légumes crus;Courge, crue;-;-;1,1;1,6;0,17;1,6;0,011;;
légumes;légumes crus;Courge spaghetti, pulpe, crue;-;-;0,64;5,41;0,57;2,76;0,043;;
légumes;légumes crus;Piment, cru;-;-;1,87;7,7;0,32;5,3;0,02;;
légumes;légumes crus;Champignon, oronge vraie, crue;97,2;23,2;2;2,45;0,3;1;0,013;;
légumes;légumes crus;Champignon, cèpe, cru;133;31,6;3,13;3,03;0,43;1,7;0,024;;
légumes;légumes crus;Champignon, rosé des prés, cru;106;25,3;2,3;2,45;0,4;1;0,013;;
légumes;légumes crus;Chicorée rouge, crue;-;-;1,4;1,6;0,1;1,6;0,018;;
légumes;légumes crus;Chicorée verte, crue;-;-;1,9;0,5;0,5;0,5;0,041;;
légumes;légumes crus;Citrouille, pulpe, crue;-;-;1;6;0,1;2,76;0,0025;;
légumes;légumes crus;Chou chinois ou pak-choi ou pé-tsai, cru;-;-;1,38;1,65;0,2;1,18;0,13;;
légumes;légumes crus;Poivron jaune, cru;130;30,7;0,94;4,73;0,3;4,3;< 0,013;;
légumes;légumes crus;Laitue romaine, crue;-;-;1,24;1,2;0,3;1,19;0,02;;
légumes;légumes crus;Tomate cerise, crue;142;33,7;1,31;5,62;< 0,5;4,8;< 0,013;;
légumes;légumes crus;Pois mange-tout ou pois gourmand, cru;-;-;3,08;6,2;0,27;4;0,01;;
légumes;légumes crus;Panais, cru;245;58,3;1,54;10,1;0,4;4,8;0,02;;
légumes;légumes crus;"Haricot mungo germé ou pousse de ""soja"", cru";-;-;2,81;3,4;< 0,5;3,4;0,043;;
légumes;légumes crus;Tomate côtelée ou coeur de boeuf, crue;83,4;19,8;0,5;3,23;< 0,5;2,8;< 0,013;;
légumes;légumes crus;Haricot beurre, cru;-;-;1,85;5,6;0,16;-;0,015;;
légumes;légumes crus;Salsifis noir, ou scorsonère d'Espagne, cru;-;-;3,13;15,3;0,3;-;0,011;;
